c,f
98053,0.9983718
98054,1.0032268
98055,1.0046453
98056,0.99480027
98057,0.99892336
98058,0.9992246
98059,1.0048862
98060,1.0009739
98063,1.0407523
98065,1.0173695
98066,1.0169002
98067,1.0171696
98069,1.0152185
98070,1.0220249
98073,0.99724245
98074,1.011638
98075,1.0023059
98076,1.0026675
98077,1.0094283
98078,0.99800205
98079,1.007739
98080,0.9971719
98081,1.0050389
98083,1.010443
98085,1.0051727
98086,1.0083303
98087,0.99864596
98088,1.0037694
98089,0.9971423
98090,1.0057776
98092,0.98711723
98093,1.007163
98094,1.0002124
98095,1.0053993
98096,1.0039524
98097,1.0054528
98098,1.0073444
98099,1.0003927
98100,1.0047963
98101,1.0064596
98102,0.99109715
98103,1.0016807
