c,f
247593,0.9977264
247594,0.99460477
247595,0.9944307
247596,0.99370605
247597,0.9960907
247598,1.0065444
247599,0.9969897
247600,0.9988572
247601,0.993823
247602,1.0133833
247603,1.0584546
247604,1.070463
247605,1.036804
247606,1.0496095
247607,1.0352819
247608,1.0288504
247609,1.0128833
247610,1.0176722
247611,1.00955
247612,1.0097488
247613,1.0125237
247614,1.0176551
247615,1.0158694
247616,1.0204617
247617,1.0080254
247618,1.0120586
247619,1.0150166
247620,1.0056578
247621,1.0141865
247622,1.0126745
247623,1.0073223
247624,1.0044025
247625,1.0136005
247626,1.0039203
247627,1.0035063
247628,1.0018053
247629,1.0010868
247630,1.0083534
247631,0.99657196
247632,0.99919444
247633,1.0025536
247634,1.001971
247635,1.0070997
247636,1.003247
247637,1.0014813
247638,0.9965556
247639,1.0023093
