c,f
163784,0.97480065
163785,0.9952006
163786,1.0165052
163787,0.96397424
163788,0.9827662
163789,0.9991104
163790,0.9747153
163791,0.99728197
163792,1.0031712
163793,1.0132009
163794,0.9898209
163795,0.98794425
163796,0.9940733
163797,0.95440215
163798,1.0166091
163799,0.98370075
163800,0.9736629
163801,0.9928841
163802,0.98521763
163803,0.9639913
163804,0.9799415
163805,1.0145106
163806,0.9957607
163807,1.0077012
163808,0.9963334
163809,0.9656754
163810,0.98835087
163811,0.98839575
163812,0.9960568
163813,1.0104488
163814,1.0122523
163815,0.9919357
163816,0.98551625
163817,1.0141383
163818,1.0273943
163819,1.0081649
163820,0.99322325
163821,1.0466368
163822,1.0170022
163823,1.0156538
163824,1.0343283
163825,1.0165226
163826,1.0140831
163827,0.99561155
163828,1.0209867
163829,1.0352716
163830,1.0219443
163831,1.0233868
163832,1.0589654
163833,1.0437937
163834,1.0680912
163835,1.076325
163836,1.0691019
163837,1.0636793
163838,1.0824318
163839,1.1214205
163840,1.0971096
163841,1.1518005
163842,1.1363702
163843,1.1382303
163844,1.1792332
163845,1.1721417
163846,1.1369435
163847,1.1716167
163848,1.1738265
163849,1.1834149
163850,1.1847944
163851,1.1962571
163852,1.179921
163853,1.242028
163854,1.2557982
163855,1.2278446
163856,1.2386777
163857,1.2762969
163858,1.2553916
163859,1.2618843
163860,1.2836227
163861,1.2693025
163862,1.2684999
163863,1.2880478
163864,1.2767838
163865,1.289746
163866,1.2684056
163867,1.3070908
163868,1.2733997
163869,1.2995888
163870,1.332586
163871,1.3026917
163872,1.3016527
163873,1.3129224
163874,1.3369985
163875,1.311149
163876,1.3206471
163877,1.3144983
163878,1.3008093
163879,1.3181497
163880,1.3281305
163881,1.3100003
163882,1.3237382
163883,1.3063867
163884,1.3213266
163885,1.3182718
163886,1.3279186
163887,1.344369
163888,1.3242015
163889,1.3568423
163890,1.3719871
163891,1.3609577
163892,1.3807349
163893,1.3645366
163894,1.3425902
163895,1.3755529
163896,1.3533432
163897,1.3622304
163898,1.3745507
163899,1.3475293
163900,1.3551402
163901,1.3657017
163902,1.3344953
163903,1.3386574
163904,1.3410928
163905,1.3438727
163906,1.3125659
163907,1.3206724
163908,1.2850472
163909,1.3004521
163910,1.2761378
163911,1.316106
163912,1.2747054
163913,1.2626901
163914,1.2580595
163915,1.2660068
163916,1.225197
163917,1.2349815
163918,1.208801
163919,1.2071902
163920,1.1899592
163921,1.1483696
163922,1.1885556
163923,1.1553428
163924,1.1499392
163925,1.1372261
163926,1.1362734
163927,1.1505069
163928,1.1005483
163929,1.1185206
163930,1.111466
163931,1.075097
163932,1.1076695
163933,1.0798798
163934,1.0796698
163935,1.0192258
163936,1.0490628
163937,1.068643
163938,1.0193219
163939,1.0557703
163940,1.0472999
163941,1.0340592
163942,1.0479167
163943,1.0309303
163944,1.0347426
163945,1.0460098
163946,1.0578562
163947,1.0155553
163948,0.9981013
163949,1.0447493
163950,0.9751256
163951,0.9781697
163952,0.9963218
163953,1.0142455
163954,1.0014211
163955,1.0271773
163956,1.0072705
163957,0.99196416
163958,0.9893687
163959,0.9984773
163960,1.0036085
163961,1.0072643
163962,1.0033721
163963,0.9717796
163964,1.0038402
163965,0.9879797
163966,0.9763792
163967,0.99936163
163968,0.98158985
163969,0.97935224
163970,0.9719687
163971,0.99570394
163972,0.9865933
163973,0.9992646
163974,0.9903448
163975,0.99653256
163976,0.98682606
163977,0.99795467
163978,0.98256755
163979,0.9907039
163980,0.96089315
163981,0.9702218
163982,0.9924804
163983,1.0026914
163984,0.99373335
163985,0.972455
163986,1.0154486
163987,1.0162352
163988,0.94664806
163989,0.9789538
163990,1.0237626
163991,0.9904714
163992,1.0263424
163993,1.0117252
163994,0.9814466
163995,0.9941179
163996,1.007814
163997,0.98145777
163998,0.99801797
163999,1.0142219
164000,1.0086436
164001,0.99411213
164002,1.0055535
164003,1.0138003
164004,1.0073065
164005,1.0029883
164006,1.0151708
164007,0.99351066
164008,1.001941
164009,0.9718124
164010,0.99852026
164011,1.0063097
164012,1.0102738
164013,1.0004332
164014,1.0128458
164015,0.985911
