c,f
119569,0.99977505
119570,1.0008627
119571,1.0003475
119572,1.0008831
119573,1.0012851
119574,1.000999
119575,1.0003681
119576,1.0021917
119577,1.0014157
119578,1.0029644
119579,1.0038502
119580,1.003379
119581,1.0041269
119582,1.004631
119583,1.0040882
119584,1.0039613
119585,1.0038123
119586,1.0036112
119587,1.0041177
119588,1.002712
119589,1.0027602
119590,1.0020915
119591,1.0018582
119592,1.0016215
119593,1.0018153
119594,1.0007788
119595,1.0014366
119596,1.0007832
119597,1.0012385
119598,1.0007629
119599,1.001391
119600,1.0001285
119601,1.0004976
119602,1.0002176
119603,1.0002499
119604,1.0005293
119605,1.0001621
119606,1.0005726
119607,1.0007439
119608,0.99929166
119609,1.0002218
119610,1.0003438
119611,1.0003647
119612,0.9998768
119613,1.0011587
119614,1.000163
119615,1.0001365
119616,1.0007385
119617,1.0003529
119618,1.0007652
