c,f
230788,1.0252849
230789,0.9829001
230790,1.0365194
230791,1.0134578
230792,0.9918674
230793,1.0101073
230794,1.0298337
230795,0.99654317
230796,0.98990875
230797,1.0148413
230798,1.1454322
230799,1.2234886
230800,1.2104815
230801,1.1353616
230802,1.0773928
230803,1.0769278
230804,1.075803
230805,1.0546211
230806,1.0721387
230807,1.038199
230808,1.0298363
230809,1.051641
230810,1.0528929
230811,1.049625
230812,1.0177221
230813,1.0199026
230814,1.0131768
230815,1.0106554
230816,0.99758416
230817,0.9971829
230818,0.99215305
230819,1.0242286
230820,1.0118594
230821,1.0282025
230822,0.99150336
230823,1.0165071
230824,1.0110964
230825,0.99569887
230826,1.0121756
230827,0.9999544
230828,1.0097616
230829,1.0010785
230830,1.0065371
230831,1.0102004
230832,1.0203701
230833,0.98687696
230834,0.9922478
230835,1.0085185
230836,0.9749816
230837,1.008348
