c,f
166508,1.0061722
166509,0.99452156
166510,1.0118221
166511,0.99831736
166512,1.0042535
166513,1.026546
166514,1.3581598
166515,1.1376008
166516,1.067928
166517,1.0429168
166518,1.0459814
166519,1.0227863
166520,1.0238998
166521,1.0116026
166522,1.0233445
166523,1.0070759
166524,1.0193838
166525,1.0060157
166526,0.99645215
166527,0.9958119
166528,1.0073274
166529,1.0065577
166530,0.9967305
166531,1.0063176
166532,1.0052104
